歌手,歌曲数,总播放量,平均热度,上榜次数,榜单
李荣浩/张惠妹,1,0,,1,['巅峰榜·新歌']
李荣浩,10,0,,10,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
李耕耘,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李耀阳,1,0,,1,['巅峰榜·流行指数']
李立丰,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨和苏KeyNG/卫彬月,1,0,,1,['巅峰榜·内地']
杨友友,1,0,,1,['巅峰榜·流行指数']
杨博然,5,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
杨千嬅/周笔畅,1,0,,1,['巅峰榜·流行指数']
杨千嬅/任贤齐,1,0,,1,['巅峰榜·流行指数']
杨千嬅,3,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
杨乃文,1,0,,1,['巅峰榜·热歌']
杨丞琳/张碧晨,1,0,,1,['巅峰榜·流行指数']
杨丞琳,4,0,,11,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
杨不乖,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
来一碗老于,2,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杜宣达,4,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
李飘飘,3,0,,3,['巅峰榜·新歌']
李霄云,1,0,,1,['巅峰榜·内地']
李雪萌/LvJam橙,1,0,,1,['巅峰榜·新歌']
李雨霏,1,0,,1,['巅峰榜·流行指数']
杨紫/肖战,1,0,,1,['巅峰榜·流行指数']
杨紫,1,0,,1,['巅峰榜·新歌']
杨瑜婷/明瀚文Koppo,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨瑜婷,4,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨泰瑞,1,0,,1,['巅峰榜·内地']
杨树人,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨朵,1,0,,1,['巅峰榜·新歌']
杨彦好,1,0,,1,['巅峰榜·新歌']
杨宝心,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨宗纬/杨和苏KeyNG,1,0,,1,['巅峰榜·流行指数']
杨宗纬/宝石Gem/王宇宙Leto,1,0,,2,['巅峰榜·热歌']
杨宗纬,1,0,,2,['巅峰榜·热歌']
杨培安,1,0,,1,['巅峰榜·热歌']
杨坤/郭采洁,1,0,,1,['巅峰榜·流行指数']
杨坤/希林娜依高,1,0,,1,['巅峰榜·流行指数']
杨坤,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林子琪/超级佩璞,1,0,,1,['巅峰榜·内地']
林妍君Crystal16,1,0,,1,['巅峰榜·新歌']
林墨/陈俊洁/张腾/张嘉元,1,0,,1,['巅峰榜·新歌']
林墨/孙亦航,1,0,,1,['巅峰榜·新歌']
林倛玉,2,0,,1,['巅峰榜·流行指数']
林俊杰,30,0,,18,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
林侧,1,0,,1,['巅峰榜·内地']
林依晨,2,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
林三七,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
松紧先生 李宗锦,1,0,,1,['巅峰榜·内地']
杰夫李Jeffrey,1,0,,1,['巅峰榜·流行指数']
杨默依Moi/Vicky宣宣,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨默依Moi,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
杨雯梓,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
杨红wurendejie,1,0,,1,['巅峰榜·内地']
杨紫沁,1,0,,1,['巅峰榜·内地']
林震Linz,1,0,,1,['巅峰榜·内地']
林雪儿,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林秋时,3,0,,2,['巅峰榜·新歌']
林晨阳,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林怡婕,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林思欣,1,0,,1,['巅峰榜·流行指数']
林志炫,1,0,,1,['巅峰榜·流行指数']
林忆莲,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
林彦俊,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林小珂,1,0,,1,['巅峰榜·新歌']
林家谦,3,0,,3,['巅峰榜·内地']
林宥嘉,3,0,,4,"['巅峰榜·热歌', '巅峰榜·新歌']"
林宝馨,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
林宁,1,0,,2,['巅峰榜·热歌']
林子祥/谭咏麟/叶蒨文/李克勤,1,0,,1,['巅峰榜·流行指数']
林子祥,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
树泽,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
树哥,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
柳爽,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·内地']"
柯较瘦,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
柯柯柯啊/万垒,1,0,,1,['巅峰榜·新歌']
柯柯柯啊,7,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
柯宇（孙泽耀）,1,0,,1,['巅峰榜·新歌']
柯子颜,1,0,,1,['巅峰榜·新歌']
查航,1,0,,1,['巅峰榜·内地']
查漓芸,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
染色体全员,1,0,,1,['巅峰榜·新歌']
柒月/AIK,1,0,,1,['巅峰榜·新歌']
柏香果吖,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
枯木逢春/尚士达,1,0,,1,['巅峰榜·内地']
枯木逢春,2,0,,2,['巅峰榜·内地']
林韵乔,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
梓渝,5,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
梓乔先生,1,0,,1,['巅峰榜·新歌']
梅洛嘉,1,0,,1,['巅峰榜·内地']
梅朵,1,0,,1,['巅峰榜·新歌']
梁静茹/严爵,1,0,,1,['巅峰榜·流行指数']
梁静茹,4,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数']"
梁铭琛,2,0,,2,['巅峰榜·内地']
梁晓雪,1,0,,1,['巅峰榜·内地']
梁嘉树TwT.,1,0,,1,['巅峰榜·内地']
梁博,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
桃子假象 Peach Illusion,1,0,,1,['巅峰榜·内地']
桃九,1,0,,1,['巅峰榜·内地']
桂瑶,3,0,,3,['巅峰榜·内地']
栾贻泽Felix,1,0,,1,['巅峰榜·内地']
格雷西西西,1,0,,1,['巅峰榜·新歌']
树莉莉 Serrini,5,0,,5,['巅峰榜·内地']
此生不换,1,0,,1,['巅峰榜·流行指数']
欧阳耀莹,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
欧阳嘉奇,3,0,,3,['巅峰榜·内地']
檀健次,5,0,,4,['巅峰榜·新歌']
橙大蕾蕾/沈冰清/音药配方,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
橘子海,1,0,,1,['巅峰榜·流行指数']
橘子妹,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
樊猪/Shirann,1,0,,1,['巅峰榜·内地']
楽七俱乐部,2,0,,2,['巅峰榜·内地']
楚楚,1,0,,1,['巅峰榜·内地']
椿乐队,2,0,,2,"['巅峰榜·新歌', '巅峰榜·内地']"
椅子乐团 The Chairs,2,0,,2,['巅峰榜·内地']
梵花乐队,2,0,,2,['巅峰榜·内地']
梧彤Vickie,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
梦然,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
梦与橙,1,0,,1,['巅峰榜·内地']
水星日 / Mercury Wednesday/栖溪,1,0,,1,['巅峰榜·内地']
气运联盟,2,0,,1,['巅峰榜·新歌']
气硬/麋人Luu,1,0,,1,['巅峰榜·内地']
毛孩,1,0,,1,['巅峰榜·内地']
毛不易,15,0,,16,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
毕晓歆,1,0,,1,['巅峰榜·内地']
比诺,1,0,,1,['巅峰榜·新歌']
比莉,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
毒药,1,0,,1,['巅峰榜·新歌']
毋盼盼,1,0,,1,['巅峰榜·内地']
残雪,1,0,,1,['巅峰榜·新歌']
歪歪超/羊羊,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
歪歪超/有只芥子,1,0,,1,['巅峰榜·新歌']
歪歪超,1,0,,1,['巅峰榜·新歌']
武言圣,1,0,,1,['巅峰榜·内地']
此间不语/李蚊香,1,0,,1,['巅峰榜·内地']
江迟同学,4,0,,4,['巅峰榜·内地']
江语晨,1,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数']"
江肆/田园.,1,0,,1,['巅峰榜·新歌']
江瓷,1,0,,1,['巅峰榜·内地']
江易泽,1,0,,1,['巅峰榜·新歌']
江存潇,1,0,,1,['巅峰榜·热歌']
江北,1,0,,1,['巅峰榜·流行指数']
汐音社,1,0,,1,['巅峰榜·新歌']
汉生/莱奥法塔西,2,0,,2,['巅峰榜·内地']
汉生,3,0,,3,['巅峰榜·内地']
永猩Nssus/MAREA/说唱者联盟,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
永猩Nssus/MAREA,1,0,,1,['巅峰榜·内地']
永猩Nssus,3,0,,3,['巅峰榜·内地']
永彬Ryan.B/周延英（英子-effie）,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
水调歌头/果与Hilda,1,0,,1,['巅峰榜·内地']
水木年华,3,0,,3,['巅峰榜·内地']
沉默橙,1,0,,1,['巅峰榜·内地']
沈默亞SHEN,1,0,,1,['巅峰榜·内地']
沈梦瑶,1,0,,1,['巅峰榜·内地']
沈克NICKSHY,1,0,,1,['巅峰榜·内地']
沈佳润 (NINA),2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
沈以诚/张钰琪,1,0,,1,['巅峰榜·内地']
沈以诚,1,0,,1,['巅峰榜·新歌']
汪苏泷/吉克隽逸,1,0,,1,['巅峰榜·热歌']
汪苏泷/单依纯,1,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数']"
汪苏泷,15,0,,10,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
汪睿,1,0,,1,['巅峰榜·内地']
汪济深Wangdaland,1,0,,1,['巅峰榜·内地']
汤姆先生,1,0,,1,['巅峰榜·新歌']
汤乐队,1,0,,1,['巅峰榜·内地']
池鱼,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
池果,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
洋乐多,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
泽国同学,1,0,,1,['巅峰榜·流行指数']
泽ER/羊羊,1,0,,1,['巅峰榜·新歌']
泰容 (태용)/JENO (제노)/HENDERY (黄冠亨)/扬扬,1,0,,1,['巅峰榜·新歌']
泪の代码/单循/山吹京/鱼骨妹,1,0,,1,['巅峰榜·流行指数']
波普电 Popest,1,0,,1,['巅峰榜·内地']
泡芙芙Scarlett,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
泠鸢yousa/音阙诗听,1,0,,1,['巅峰榜·新歌']
法老/阿达娃,1,0,,1,['巅峰榜·流行指数']
法宝,1,0,,1,['巅峰榜·内地']
河豚豚/小旭音乐,1,0,,1,['巅峰榜·新歌']
河图,1,0,,1,['巅峰榜·内地']
沙漏SAALAU,1,0,,1,['巅峰榜·内地']
沙宝亮,2,0,,2,['巅峰榜·新歌']
沙一汀EL,1,0,,1,['巅峰榜·新歌']
沐可儿,2,0,,2,['巅峰榜·内地']
海缔/K95S腾飛联盟,1,0,,1,['巅峰榜·内地']
海洋Bo/高睿,1,0,,1,['巅峰榜·新歌']
海来阿木,11,0,,11,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
海妖SeaMaiden,1,0,,1,['巅峰榜·内地']
海伦,1,0,,1,['巅峰榜·新歌']
浮生梦,1,0,,1,['巅峰榜·新歌']
浪花兄弟,1,0,,1,['巅峰榜·流行指数']
浪味仙贝,1,0,,1,['巅峰榜·内地']
浪之乐队,1,0,,1,['巅峰榜·内地']
浩然H.R,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
洛松维,1,0,,1,['巅峰榜·内地']
洛君清,1,0,,1,['巅峰榜·内地']
洛克GLOCO/王梓力,1,0,,1,['巅峰榜·内地']
洛先生,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
洋澜一/陈柏曦,1,0,,1,['巅峰榜·流行指数']
洋澜一,9,0,,7,"['巅峰榜·流行指数', '巅峰榜·新歌']"
满舒克,3,0,,2,['巅峰榜·新歌']
滇声气/滇声气大辉Daphe/贰万/Taisheng Music,1,0,,1,['巅峰榜·内地']
游鸿明,1,0,,1,['巅峰榜·流行指数']
游离怪,1,0,,1,['巅峰榜·内地']
温岚,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
温奕心,2,0,,12,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
渡,2,0,,2,"['巅峰榜·热歌', '巅峰榜·新歌']"
渔总up,1,0,,1,['巅峰榜·新歌']
清唯,3,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
添儿呗,1,0,,1,['巅峰榜·新歌']
深海鱼子酱,1,0,,1,['巅峰榜·流行指数']
淋音岛,1,0,,1,['巅峰榜·内地']
涵怡,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
消毒剂,1,0,,1,['巅峰榜·内地']
海龟先生,1,0,,1,['巅峰榜·内地']
海鸣威/吴琼,1,0,,3,['巅峰榜·热歌']
炀平,1,0,,1,['巅峰榜·内地']
灼夭/国风新语/戾格/小田音乐社,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
灯叔,4,0,,2,['巅峰榜·新歌']
火鸡,1,0,,1,['巅峰榜·内地']
火树/文韬/齐思钧/蒲熠星,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
火晚晴/士哆PerRy,1,0,,1,['巅峰榜·内地']
澜一,1,0,,1,['巅峰榜·流行指数']
潘玮柏/弦子,1,0,,2,['巅峰榜·热歌']
潘玮柏/GALI,1,0,,1,['巅峰榜·新歌']
潘澈,1,0,,1,['巅峰榜·内地']
潘成（皮卡潘）,1,0,,3,['巅峰榜·热歌']
潘俊舟/白令海乐队(Burning Sea）,2,0,,2,['巅峰榜·内地']
漫香,1,0,,1,['巅峰榜·流行指数']
满舒克/黄新淳,1,0,,1,['巅峰榜·新歌']
满舒克/梁铭琛/说唱者联盟,1,0,,1,['巅峰榜·内地']
满舒克/APEX,1,0,,1,['巅峰榜·内地']
牛奶咖啡/仙羽,1,0,,1,['巅峰榜·内地']
爱星人,2,0,,2,['巅峰榜·内地']
爱喝矿泉水,1,0,,1,['巅峰榜·流行指数']
燕宝儿,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
燃一,1,0,,1,['巅峰榜·内地']
熙月月,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
熊猫堂ProducePandas,1,0,,1,['巅峰榜·内地']
照片送到店里那天,1,0,,1,['巅峰榜·内地']
然然,1,0,,1,['巅峰榜·新歌']
焦靖峰,1,0,,1,['巅峰榜·新歌']
焦迈奇,2,0,,2,['巅峰榜·内地']
焦琢雅,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
热键被杀手,1,0,,1,['巅峰榜·内地']
热岛乐队 Heat Island,2,0,,2,['巅峰榜·内地']
烟嗓船长,3,0,,2,['巅峰榜·新歌']
烟(许佳豪),1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王以太/说唱者联盟,1,0,,1,['巅峰榜·内地']
王以太/艾热AIR,1,0,,1,['巅峰榜·内地']
王以太/姜云升,1,0,,1,['巅峰榜·新歌']
王以太/刘至佳,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
王以太,1,0,,1,['巅峰榜·流行指数']
王一珩OneSD,1,0,,1,['巅峰榜·新歌']
王一博,8,0,,7,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王一一,1,0,,1,['巅峰榜·流行指数']
玉子酱Mo,1,0,,1,['巅峰榜·新歌']
玄觞,1,0,,1,['巅峰榜·内地']
猛虎王TGK,1,0,,1,['巅峰榜·内地']
狼戈,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
狮童,1,0,,1,['巅峰榜·内地']
狙击黄雀/K邵庄,1,0,,1,['巅峰榜·内地']
犬儒乐队,2,0,,2,['巅峰榜·内地']
特波Turbo,1,0,,1,['巅峰榜·内地']
王大毛,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王嘉尔,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王嘉一,1,0,,1,['巅峰榜·流行指数']
王啸坤,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
王唯旖,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
王唯一,1,0,,1,['巅峰榜·新歌']
王同学Able,1,0,,1,['巅峰榜·新歌']
王卓艺,1,0,,1,['巅峰榜·新歌']
王力宏,8,0,,12,"['巅峰榜·热歌', '巅峰榜·流行指数']"
王允宸,1,0,,1,['巅峰榜·内地']
王俊凯,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王依然,1,0,,1,['巅峰榜·内地']
王佳音,4,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王佳杨,1,0,,2,['巅峰榜·流行指数']
王优秀,1,0,,1,['巅峰榜·热歌']
王以诺,4,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
王志心,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王心凌,2,0,,2,['巅峰榜·热歌']
王小帅,4,0,,4,['巅峰榜·流行指数']
王小乱,1,0,,1,['巅峰榜·流行指数']
王安祺,1,0,,1,['巅峰榜·流行指数']
王宇宙Leto/乔浚丞,3,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
王宇宙Leto,1,0,,1,['巅峰榜·新歌']
王子晨,1,0,,1,['巅峰榜·内地']
王子明/KEYI杨豪,1,0,,1,['巅峰榜·内地']
王子明,1,0,,1,['巅峰榜·内地']
王子咖KAA YE,1,0,,1,['巅峰榜·内地']
王子健/拂言,1,0,,1,['巅峰榜·内地']
王子健,7,0,,7,"['巅峰榜·新歌', '巅峰榜·内地']"
王娜/阿国哥,1,0,,1,['巅峰榜·流行指数']
王天阳,1,0,,1,['巅峰榜·流行指数']
王天冲,1,0,,1,['巅峰榜·新歌']
王源/告五人,1,0,,1,['巅峰榜·流行指数']
王源,9,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
王浦宇,1,0,,1,['巅峰榜·内地']
王樾安,1,0,,1,['巅峰榜·流行指数']
王梓琪,1,0,,1,['巅峰榜·新歌']
王栎鑫,1,0,,1,['巅峰榜·新歌']
王木木,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王晴,1,0,,1,['巅峰榜·流行指数']
王晰,1,0,,1,['巅峰榜·新歌']
王晨宇IceCraz/947.ASH,1,0,,1,['巅峰榜·内地']
王文砖,1,0,,1,['巅峰榜·内地']
王悦辰,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王忻辰/苏星婕,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
王忻辰/傅梦彤,1,0,,1,['巅峰榜·新歌']
王忻辰/pro/傅梦彤,1,0,,1,['巅峰榜·流行指数']
王忻辰,1,0,,1,['巅峰榜·流行指数']
王赫野,6,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
王蓝茵,1,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数']"
王菲,5,0,,15,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
王艺格,1,0,,1,['巅峰榜·内地']
王艳薇,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
王美好,1,0,,1,['巅峰榜·流行指数']
王约翰,1,0,,1,['巅峰榜·内地']
王秋实,1,0,,1,['巅峰榜·新歌']
王禹会长,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王睿卓/Damn5z,1,0,,1,['巅峰榜·热歌']
王睿卓,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王瑞淇/七乐团SEVENBAND,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王琛同学,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王理事,2,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王濛Maxxxme,1,0,,1,['巅峰榜·内地']
王澳楠EVE,2,0,,2,['巅峰榜·内地']
甘璐,1,0,,1,['巅峰榜·内地']
瓜瓜ya,1,0,,1,['巅峰榜·新歌']
瑞雅,1,0,,1,['巅峰榜·内地']
瑞达,1,0,,1,['巅峰榜·内地']
珑熹音上/T1$RYy/锴锴☻,1,0,,1,['巅峰榜·内地']
玻璃音,1,0,,1,['巅峰榜·内地']
王鹏程,1,0,,1,['巅峰榜·新歌']
王馨,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王靖雯/唐汉霄,1,0,,1,['巅峰榜·新歌']
王靖雯,16,0,,13,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
王雨桐,1,0,,1,['巅峰榜·流行指数']
王镭熹,1,0,,1,['巅峰榜·内地']
王铮亮/李嘉格,1,0,,1,['巅峰榜·流行指数']
王近祯,1,0,,1,['巅峰榜·内地']
王超然,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
王赫野/陈卓璇,1,0,,1,['巅峰榜·流行指数']
白翎/朱强,1,0,,1,['巅峰榜·新歌']
白平衡乐队,1,0,,1,['巅峰榜·内地']
白小白,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
白允y/歪歪超,1,0,,1,['巅峰榜·新歌']
白允y,9,0,,5,"['巅峰榜·流行指数', '巅峰榜·新歌']"
白举纲/赖美云,1,0,,1,['巅峰榜·流行指数']
疯医乐队,1,0,,1,['巅峰榜·内地']
电气樱桃,2,0,,2,['巅峰榜·内地']
田馥甄,1,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数']"
田浩宇,1,0,,1,['巅峰榜·流行指数']
田栩宁,1,0,,1,['巅峰榜·新歌']
田园,11,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
田嘉瑞,1,0,,1,['巅峰榜·新歌']
甜老虎,1,0,,1,['巅峰榜·新歌']
甜约翰,1,0,,1,['巅峰榜·内地']
甜柚子,1,0,,1,['巅峰榜·内地']
短跑小说,1,0,,1,['巅峰榜·内地']
知更鸟/HOYO-MiX/Chevy,1,0,,1,['巅峰榜·新歌']
瞳荧/十八薰,1,0,,1,['巅峰榜·内地']
真瑞,1,0,,1,['巅峰榜·流行指数']
真名有雪,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
相片纸/速食脚脚,1,0,,1,['巅峰榜·新歌']
相片纸,1,0,,1,['巅峰榜·新歌']
直火帮XZT/直火帮StraightFireGang,1,0,,1,['巅峰榜·内地']
直火帮StraightFireGang,1,0,,1,['巅峰榜·内地']
盛宇D-SHINE,1,0,,1,['巅峰榜·流行指数']
盛哲,2,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·内地']"
皮卡丘多多尹子桐,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
白鹿,1,0,,1,"['巅峰榜·热歌', '巅峰榜·新歌']"
白雾,1,0,,1,['巅峰榜·内地']
白菜,1,0,,1,['巅峰榜·内地']
白色海岸The White Coast,2,0,,2,['巅峰榜·内地']
秦晨阳,1,0,,1,['巅峰榜·内地']
秘密后院,1,0,,1,['巅峰榜·内地']
秋风落,1,0,,1,['巅峰榜·新歌']
秋原依,1,0,,2,['巅峰榜·流行指数']
祥嘞嘞/叫宝宝,1,0,,1,['巅峰榜·新歌']
祥嘞嘞,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
神木与瞳,1,0,,1,['巅峰榜·流行指数']
祝青（G2er）,1,0,,1,['巅峰榜·流行指数']
祝眠,1,0,,1,['巅峰榜·新歌']
祖娅纳惜/一念逍遥,1,0,,1,['巅峰榜·内地']
祁紫檀,2,0,,2,['巅峰榜·内地']
礼越,2,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
礼志 (YEJI),1,0,,1,['巅峰榜·新歌']
石田奕铭,1,0,,1,['巅峰榜·流行指数']
石玺彤,1,0,,1,['巅峰榜·内地']
石伊,1,0,,1,['巅峰榜·新歌']
窦靖童,1,0,,1,['巅峰榜·内地']
窦佳嫄,3,0,,3,"['巅峰榜·新歌', '巅峰榜·内地']"
窝窝,1,0,,1,['巅峰榜·新歌']
穿校服的饶舌歌手（牛牛）,1,0,,1,['巅峰榜·内地']
空城,2,0,,2,['巅峰榜·新歌']
穆哲熙,4,0,,4,"['巅峰榜·流行指数', '巅峰榜·内地']"
穆傲寒,1,0,,1,['巅峰榜·流行指数']
稣,1,0,,1,['巅峰榜·内地']
程渤智,1,0,,1,['巅峰榜·内地']
程奎,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
程响,8,0,,10,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
程佳佳,2,0,,2,"['巅峰榜·新歌', '巅峰榜·内地']"
程今,1,0,,3,['巅峰榜·热歌']
秦霄贤,1,0,,1,['巅峰榜·新歌']
秦翼,1,0,,1,['巅峰榜·内地']
秦海清,1,0,,2,['巅峰榜·流行指数']
绝岛辣妹,1,0,,1,['巅峰榜·流行指数']
练亚锋,1,0,,1,['巅峰榜·内地']
纳豆nado,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
红月,2,0,,1,['巅峰榜·新歌']
红小乐,1,0,,1,['巅峰榜·新歌']
红孩儿,1,0,,1,['巅峰榜·新歌']
糖果超甜,1,0,,1,['巅峰榜·新歌']
粉浪,1,0,,1,['巅峰榜·内地']
米津玄師 (よねづ けんし),5,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
米卡,5,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
简单对话 A Little Conversation/黄子弘凡,1,0,,1,['巅峰榜·流行指数']
筷子兄弟,1,0,,1,['巅峰榜·热歌']
等秋LongForAutumn,1,0,,1,['巅峰榜·内地']
等一下就回家,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
笑匠 HAHA MASTER,1,0,,1,['巅峰榜·内地']
童党乐队,1,0,,1,['巅峰榜·内地']
老胡YOKU,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
老狼/卢中强/民谣在路上,1,0,,1,['巅峰榜·内地']
